id,method,domain,direct_identifier_leakage,exact_attribute_leakage,coarse_attribute_leakage,risk_weighted_leakage,record_compromise_rate,label_preservation,utility_fact_preservation,token_change_rate
ratbench_english_88,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_89,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_90,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_91,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_92,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_93,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_94,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_95,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_96,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_97,none,Chatbot conversation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_98,none,Medical consultation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_99,none,Meeting transcript,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_0,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013348164627363768
ratbench_english_1,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011524822695035408
ratbench_english_2,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000983284169124854
ratbench_english_3,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.019308943089430874
ratbench_english_4,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_5,direct,Meeting transcript,0.0,0.7272727272727273,0.7272727272727273,0.6511627906976745,1.0,1.0,1.0,0.0029211295034079487
ratbench_english_6,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.009750812567713929
ratbench_english_7,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0030864197530864335
ratbench_english_8,direct,Meeting transcript,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,0.0018921475875117721
ratbench_english_9,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008733624454148492
ratbench_english_10,direct,Chatbot conversation,0.0,0.76,0.76,0.6744186046511628,1.0,1.0,1.0,0.013123359580052507
ratbench_english_11,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008264462809917328
ratbench_english_12,direct,Chatbot conversation,0.0,0.9642857142857143,0.9642857142857143,0.9659090909090909,1.0,1.0,1.0,0.009167842031029605
ratbench_english_13,direct,Chatbot conversation,0.0,0.5833333333333334,0.5833333333333334,0.4827586206896552,1.0,1.0,1.0,0.004524886877828038
ratbench_english_14,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006329113924050667
ratbench_english_15,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004812319538017307
ratbench_english_16,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0042949176807444145
ratbench_english_17,direct,Chatbot conversation,0.0,0.9230769230769231,0.9230769230769231,0.9512195121951219,1.0,1.0,1.0,0.006726457399103158
ratbench_english_18,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.009316770186335366
ratbench_english_19,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0026338893766462146
ratbench_english_20,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014657980456026065
ratbench_english_21,direct,Chatbot conversation,0.0,0.9705882352941176,0.9705882352941176,0.97,1.0,1.0,1.0,0.01571856287425155
ratbench_english_22,direct,Medical consultation,0.0,0.6666666666666666,0.6666666666666666,0.5555555555555556,1.0,1.0,1.0,0.0009199632014719183
ratbench_english_23,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0024691358024691024
ratbench_english_24,direct,Meeting transcript,0.0,0.8461538461538461,0.8461538461538461,0.797979797979798,1.0,1.0,1.0,0.01245753114382786
ratbench_english_25,direct,Meeting transcript,0.0,0.8571428571428571,0.8571428571428571,0.851063829787234,1.0,1.0,1.0,0.00915564598168872
ratbench_english_26,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018650088809946674
ratbench_english_27,direct,Chatbot conversation,0.0,0.8888888888888888,0.8888888888888888,0.9333333333333333,1.0,1.0,1.0,0.008210180623973717
ratbench_english_28,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0069375619425173785
ratbench_english_29,direct,Medical consultation,0.0,0.8888888888888888,0.8888888888888888,0.8709677419354839,1.0,1.0,1.0,0.015447991761071034
ratbench_english_30,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010009099181073733
ratbench_english_31,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0027472527472527375
ratbench_english_32,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008204193254329972
ratbench_english_33,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_34,direct,Medical consultation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_35,direct,Chatbot conversation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.01001669449081799
ratbench_english_36,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0029354207436399493
ratbench_english_37,direct,Meeting transcript,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0010183299389001643
ratbench_english_38,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008403361344537785
ratbench_english_39,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.009590235396687019
ratbench_english_40,direct,Chatbot conversation,0.0,0.8048780487804879,0.8048780487804879,0.708029197080292,1.0,1.0,1.0,0.011363636363636354
ratbench_english_41,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0055299539170506895
ratbench_english_42,direct,Meeting transcript,0.0,0.7407407407407407,0.7407407407407407,0.6875,1.0,1.0,1.0,0.004979253112033177
ratbench_english_43,direct,Medical consultation,0.0,0.7692307692307693,0.7692307692307693,0.7560975609756098,1.0,1.0,1.0,0.006876227897838927
ratbench_english_44,direct,Meeting transcript,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ratbench_english_45,direct,Chatbot conversation,0.0,0.5,0.5,0.3902439024390244,1.0,1.0,1.0,0.001814882032667886
ratbench_english_46,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002510460251046065
ratbench_english_47,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010647737355811926
ratbench_english_48,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008458646616541388
ratbench_english_49,direct,Medical consultation,0.0,0.5,0.5,0.375,1.0,1.0,1.0,0.001980198019801982
ratbench_english_50,direct,Medical consultation,0.0,0.8,0.8,0.7714285714285715,1.0,1.0,1.0,0.005226480836236891
ratbench_english_51,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005037783375314908
ratbench_english_52,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010889292196007205
ratbench_english_53,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.023099133782483183
ratbench_english_54,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01273885350318471
ratbench_english_55,direct,Chatbot conversation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0076077768385460764
ratbench_english_56,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008438818565400852
ratbench_english_57,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008635578583765069
ratbench_english_58,direct,Meeting transcript,0.0,0.8461538461538461,0.8461538461538461,0.7777777777777778,1.0,1.0,1.0,0.0021459227467811592
ratbench_english_59,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016580310880829008
ratbench_english_60,direct,Meeting transcript,0.0,0.9444444444444444,0.9444444444444444,0.9411764705882353,1.0,1.0,1.0,0.014659685863874339
ratbench_english_61,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014478764478764505
ratbench_english_62,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.023479188900747072
ratbench_english_63,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005240174672489051
ratbench_english_64,direct,Meeting transcript,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.02428256070640178
ratbench_english_65,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00877192982456143
ratbench_english_66,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005040322580645129
ratbench_english_67,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01491146318732528
ratbench_english_68,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011278195488721776
ratbench_english_69,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01749999999999996
ratbench_english_70,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.007000000000000006
ratbench_english_71,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0009940357852882276
ratbench_english_72,direct,Meeting transcript,0.0,0.8,0.8,0.7142857142857143,1.0,1.0,1.0,0.0055187637969095205
ratbench_english_73,direct,Chatbot conversation,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.006866952789699621
ratbench_english_74,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.007407407407407418
ratbench_english_75,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0028763183125599667
ratbench_english_76,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006036217303822977
ratbench_english_77,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.021653543307086576
ratbench_english_78,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0010638297872340718
ratbench_english_79,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013289036544850474
ratbench_english_80,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017905102954342
ratbench_english_81,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0009496676163343043
ratbench_english_82,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.009453781512605008
ratbench_english_83,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0009182736455464191
ratbench_english_84,direct,Meeting transcript,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.014002333722287097
ratbench_english_85,direct,Meeting transcript,0.0,0.7307692307692307,0.7307692307692307,0.6632653061224489,1.0,1.0,1.0,0.0035545023696682554
ratbench_english_86,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ratbench_english_87,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010265183917878562
ratbench_english_88,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00786713286713292
ratbench_english_89,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0017636684303351524
ratbench_english_90,direct,Chatbot conversation,0.0,0.9782608695652174,0.9782608695652174,0.9844961240310077,1.0,1.0,1.0,0.0176730486008837
ratbench_english_91,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016129032258064502
ratbench_english_92,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011224489795918391
ratbench_english_93,direct,Chatbot conversation,0.0,0.8064516129032258,0.8064516129032258,0.7413793103448276,1.0,1.0,1.0,0.013212221304706895
ratbench_english_94,direct,Meeting transcript,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018722466960352402
ratbench_english_95,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00588235294117645
ratbench_english_96,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0029069767441860517
ratbench_english_97,direct,Chatbot conversation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.023136246786632397
ratbench_english_98,direct,Medical consultation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008797653958944274
ratbench_english_99,direct,Meeting transcript,0.0,0.875,0.875,0.8888888888888888,1.0,1.0,1.0,0.028692879914984037
ratbench_english_0,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04004449388209119
ratbench_english_1,blanket_qi,Chatbot conversation,0.0,0.04,0.04,0.0449438202247191,1.0,1.0,1.0,0.12588652482269502
ratbench_english_2,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05211406096361848
ratbench_english_3,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07012195121951215
ratbench_english_4,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01848049281314168
ratbench_english_5,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.052580331061343744
ratbench_english_6,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09859154929577463
ratbench_english_7,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14094650205761317
ratbench_english_8,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0255439924314097
ratbench_english_9,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.020960698689956314
ratbench_english_10,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11373578302712162
ratbench_english_11,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0505050505050505
ratbench_english_12,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08039492242595203
ratbench_english_13,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14479638009049778
ratbench_english_14,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06057866184448468
ratbench_english_15,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11934552454282965
ratbench_english_16,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.043664996420901936
ratbench_english_17,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05306427503736921
ratbench_english_18,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07867494824016563
ratbench_english_19,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09833187006145738
ratbench_english_20,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04723127035830621
ratbench_english_21,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.12874251497005984
ratbench_english_22,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.017479300827966893
ratbench_english_23,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06502057613168721
ratbench_english_24,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14156285390713474
ratbench_english_25,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.055951169888097674
ratbench_english_26,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10746003552397865
ratbench_english_27,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05090311986863716
ratbench_english_28,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08027750247770071
ratbench_english_29,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08547888774459322
ratbench_english_30,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09463148316651504
ratbench_english_31,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07600732600732596
ratbench_english_32,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08386508659981773
ratbench_english_33,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.021276595744680882
ratbench_english_34,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.009505703422053258
ratbench_english_35,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08681135225375625
ratbench_english_36,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06360078277886494
ratbench_english_37,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06313645621181263
ratbench_english_38,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1067226890756302
ratbench_english_39,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06451612903225812
ratbench_english_40,blanket_qi,Chatbot conversation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21266233766233766
ratbench_english_41,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.017511520737327202
ratbench_english_42,blanket_qi,Meeting transcript,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.12282157676348548
ratbench_english_43,blanket_qi,Medical consultation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05304518664047153
