source,method,metric,mean,ci_low,ci_high,n_records,n_boot,seed
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b2,risk_weighted_leakage,0.230779,0.19642,0.265001,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b2,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b2,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b2,token_change_rate,0.070216,0.062215,0.078851,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b4,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b4,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b4,exact_attribute_leakage,0.007879,0.000714,0.019583,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b4,coarse_attribute_leakage,0.630311,0.570937,0.687043,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b4,risk_weighted_leakage,0.286024,0.253284,0.318164,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b4,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b4,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b4,token_change_rate,0.069526,0.061197,0.078015,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b6,direct_identifier_leakage,0.0,0.0,0.0,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b6,record_compromise_rate,0.01,0.0,0.03,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b6,exact_attribute_leakage,0.007879,0.0008,0.020232,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b6,coarse_attribute_leakage,0.722232,0.672793,0.770615,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b6,risk_weighted_leakage,0.332029,0.302104,0.361527,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b6,label_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b6,utility_fact_preservation,1.0,1.0,1.0,100,5000,20260627
ratbench_d1_api_100_deterministic_with_llm_direct,rbqig_b6,token_change_rate,0.069156,0.061264,0.077538,100,5000,20260627
