id,method,domain,direct_identifier_leakage,exact_attribute_leakage,coarse_attribute_leakage,risk_weighted_leakage,record_compromise_rate,label_preservation,utility_fact_preservation,token_change_rate
synth_0013,rbqig_b6,hr_workplace,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5135135135135135
synth_0014,rbqig_b6,education_support,0.0,0.6,0.6,0.5263157894736842,1.0,1.0,0.5,0.33333333333333337
synth_0015,rbqig_b6,medical_admin,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.40816326530612246
synth_0016,rbqig_b6,legal_intake,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5238095238095238
synth_0017,rbqig_b6,financial_support,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.574468085106383
synth_0018,rbqig_b6,hr_workplace,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48571428571428577
synth_0019,rbqig_b6,education_support,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5853658536585367
synth_0020,rbqig_b6,medical_admin,0.0,0.14285714285714285,0.14285714285714285,0.11538461538461539,0.0,1.0,0.75,0.5434782608695652
synth_0021,rbqig_b6,legal_intake,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5952380952380952
synth_0022,rbqig_b6,financial_support,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5
synth_0023,rbqig_b6,hr_workplace,0.0,0.14285714285714285,0.14285714285714285,0.11538461538461539,0.0,1.0,0.75,0.5
synth_0024,rbqig_b6,education_support,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.4545454545454546
synth_0025,rbqig_b6,medical_admin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6739130434782609
synth_0026,rbqig_b6,legal_intake,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5641025641025641
synth_0027,rbqig_b6,financial_support,0.0,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.0,1.0,0.6666666666666666,0.45833333333333337
synth_0028,rbqig_b6,hr_workplace,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5
synth_0029,rbqig_b6,education_support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5957446808510638
